rank,competitor_name,stage,our_score_normalized,our_score,official_mean,official_rank,future_advancements,comment_count,comment_count_inc_likes,advanced,pred_advance
1,"Khrikuli, David",stage2,0.8393857665665498,0.8536710721071791,21.35,5,2,251,4659.0,True,True
2,"Prokopowicz, Yehuda",stage2,0.8276756479727283,0.8874391609430309,20.36,19,1,144,2312.0,True,True
3,"Shindo, Miyu",stage2,0.8218672471580997,0.8661164647552674,20.82,11,2,214,6125.0,True,True
4,"Lee, Hyo",stage2,0.8015738967642688,0.8176920378958643,20.79,12,1,227,4782.0,True,True
5,"Lu, Eric",stage2,0.7917291384649809,0.817572250672121,23.03,1,2,245,5281.0,True,True
6,"Wang, Zitong",stage2,0.7497773063633106,0.8261007947270153,20.69,15,2,155,1973.0,True,True
7,"Lyu, Tianyao",stage2,0.7348590939598044,0.83348698554335,20.78,14,2,536,9325.0,True,True
8,"Yang, William",stage2,0.7240923014618186,0.8041373515795199,22.38,3,2,118,1891.0,True,True
9,"Kałduński, Adam",stage2,0.71437639801452,0.7603742934638303,19.72,28,0,268,6545.0,False,True
10,"Lee, Hyuk",stage2,0.7136935350259926,0.8402231899059761,20.79,13,1,352,11040.0,True,True
11,"Pawlak, Piotr",stage2,0.7092422957975196,0.867546486188065,20.59,17,1,463,12868.0,True,True
12,"Ong, Vincent",stage2,0.7066197207305585,0.769688656585263,21.23,7,2,227,7535.0,True,True
13,"Li, Tianyou",stage2,0.6970004325910824,0.8993637728761152,21.86,4,2,70,1020.0,True,True
14,"Alexewicz, Piotr",stage2,0.692490149591776,0.8685337694154841,21.08,9,2,96,1124.0,True,True
15,"Lee, Kwanwook",stage2,0.6841188024962784,0.8170551458481734,18.72,39,0,278,11718.0,False,True
16,"Chen, Kevin",stage2,0.6695033429556276,0.7989942788615192,22.41,2,2,575,11682.0,True,True
17,"Nakagawa, Yumeka",stage2,0.6678050723890271,0.7931935997847447,19.98,25,0,428,11457.0,False,True
18,"Micieli, Ruben",stage2,0.6646581219099944,0.7677168725910506,19.12,33,0,110,1561.0,False,True
19,"Bao, Yanyan",stage2,0.6217304803930626,0.788970384581832,18.82,36,0,107,1079.0,False,True
20,"Gao, Yang (Jack)",stage2,0.6157923783369083,0.7465051970533901,21.18,8,1,89,1275.0,True,True
21,"Yamagata, Miki",stage2,0.6000791786150887,0.757861869924736,20.35,20,0,67,1097.0,False,False
22,"Zhang, Jacky",stage2,0.5776729993886558,0.7548346810548618,18.8,38,0,72,979.0,False,False
23,"Chang, Kai-Min",stage2,0.5610421843654476,0.6959909951638067,20.52,18,0,373,13558.0,False,False
24,"Ushida, Tomoharu",stage2,0.5571521211527135,0.9039274248487836,21.08,10,1,482,28762.0,True,False
25,"Kuwahara, Shiori",stage2,0.5504813083175459,0.8394725110018139,21.28,6,2,539,24883.0,True,False
26,"Rao, Hao",stage2,0.5434128609355325,0.7313505190205544,19.15,31,0,67,893.0,False,False
27,"Jin, Zihan",stage2,0.5433414872679748,0.7272525812410863,19.14,32,0,75,908.0,False,False
28,"Aumiller, Jonas",stage2,0.5373733712866473,0.8450389502193769,19.81,27,0,72,592.0,False,False
29,"Lynov, Philipp",stage2,0.526443974475527,0.7952705622175748,18.71,40,0,60,652.0,False,False
30,"Strata, Gabriele",stage2,0.5116984927485795,0.5393403646219029,20.63,16,0,171,2585.0,False,False
31,"Chen, Xuehong",stage2,0.5038542447059903,0.8713962737764557,19.9,26,0,39,480.0,False,False
32,"Li, Zhexiang",stage2,0.44899708071809513,0.7166223308294232,19.08,35,0,63,572.0,False,False
33,"Wu, Yifan",stage2,0.43279837345008826,0.8203057893874619,20.32,21,1,56,400.0,True,False
34,"Li, Xiaoxuan",stage2,0.39179602016673565,0.8942489562363456,20.3,23,1,46,288.0,True,False
35,"Milstein, Nathalia",stage2,0.334213605339977,0.7991601630774408,19.26,30,0,40,267.0,False,False
36,"Deng, Yubo",stage2,0.2810093031041099,0.8448734745228039,19.09,34,0,33,189.0,False,False
37,"Ratinov, Anthony",stage2,0.23868320677328628,0.7578413878264048,20.13,24,0,35,175.0,False,False
38,"Guo, Eric",stage2,0.23825566870548034,0.7893356601105012,20.32,22,1,33,165.0,True,False
39,"Chen, Zixi",stage2,0.14008242505734053,0.7389598422928857,19.29,29,0,26,91.0,False,False
40,"Hu, Xiaoyu",stage2,0.13648199071054248,0.6717137281596657,18.81,37,0,17,99.0,False,False
